score	sentence	voicevox_says	kuromoji_expects
3	ルールをよく知らないまま参加すると、自分に不利になることがある。	るうるおよくしらないままさんかするとじぶんにふりになることがある	るるおよくしらないままさんかするとじぶんにふりになることがある
3	れしーと	れしいと	れしと
3	レシートを確認したら、合計で三千円も払いすぎていた。	れしいとおかくにんしたらごおけえでさんぜんえんもわらいすぎてえた	れしとおかくにんしたらごおけえでさんせんえんもわらいすぎてえた
3	レポートには主観的な感想ではなく、事実を書くべきだと注意された。	れぽおとにわしゅかんてきなかんそおでわなくじじつおかくべきだとちゅういされた	れぽとにわしゅかんてきなかんそおでわなくじじつおかくべきだとちゅういされた
3	レポートの締め切りに間に合わせるため、徹夜で書いた。	れぽおとのしめきりにまにあわせるためてつやでかいた	れぽとのしめきりにまにあわせるためてつやでかいた
3	レポートの冒頭に、研究の要旨を三百字以内でまとめて記載してください。	れぽおとのぼおとおにけんきゅうのよおしおさんびゃくじいないでまとめてきさいしてください	れぽとのぼおとおにけんきゅうのよおしおさんひゃくじいないでまとめてきさいしてください
3	レポートは大体書き終わったので、あとは見直すだけです。	れぽおとわだいたいかきおわったのであとわみなおすだけです	れぽとわだいたいかきおわったのであとわみなおすだけです
3	レポートを書くときは、必ず複数の資料を参考にするようにしています。	れぽおとおかくときわかならずふくすうのしりょおさんこおにするよおにしてえます	れぽとおかくときわかならずふくすうのしりょおさんこおにするよおにしてえます
3	わがチームは、これで三年連続の優勝という快挙を成し遂げた。	わがちいむわこれでさんねんれんぞくのゆうしょおというかいきょおなしとげた	わがちむわこれでさんねんれんぞくのゆうしょおというかいきょおなしとげた
3	わずかな配線ミスで回路がショートし、装置全体が動かなくなってしまった。	わずかなわいせんみすでかいろがしょおとしそおちぜんたいがうごかなくなってしまった	わずかなわいせんみすでかいろがしょとしそおちぜんたいがうごかなくなってしまった
3	わずかな判断の誤りが、後に重大な事故を招くことも少なくない。	わずかなわんだんのあやまりがあとにじゅうだいなじこおまねくこともすくなくない	わずかなわんだんのあやまりがごにじゅうだいなじこおまねくこともすくなくない
3	わたしは まいあさ ろくじはんに おきます。それから シャワーを あびて、しちじに あさごはんを たべます。	わたしわまいあさろくじわんにおきますそれからしゃわあおあびてしちじにあさごわんおたべます	わたしわまいあさろくじわんにおきますそれからしゃわおあびてしちじにあさごわんおたべます
3	わたしはスポーツがあまり好きではありません。	わたしわすぽおつがあまりすきでわありません	わたしわすぽつがあまりすきでわありません
3	悪天候にもかかわらず、大勢の観客が会場に詰めかけた。	あくてんこおにもかかわらずおぜえのかんきゃくがかいじょおにつめかけた	あくてんこおにもかかわらずたいせえのかんきゃくがかいじょおにつめかけた
3	一時の失敗で部下を切り捨てるようでは、指導者としての器量が疑われる。	ひとときのしっぱいでぶかおきりすてるよおでわしどおしゃとしてのきりょおがうたがわれる	いちじのしっぱいでぶかおきりすてるよおでわしどおしゃとしてのきりょおがうたがわれる
3	一人しか来なかった。	ひとりしかこなかった	いちにんしかこなかった
3	一人だけ来た。	ひとりだけきた	いちにんだけきた
3	一人だったので、好きなものを好きなだけ注文できました。	ひとりだったのですきなものおすきなだけちゅうもんできました	いちにんだったのですきなものおすきなだけちゅうもんできました
3	一人だとさびしいこともあるが、そのぶん自分の時間をじゆうに使える。	ひとりだとさびしいこともあるがそのぶんじぶんのじかんおじゆうにつかえる	いちにんだとさびしいこともあるがそのぶんじぶんのじかんおじゆうにつかえる
3	一人では食べきれない量が出てきた。	ひとりでわたべきれないりょおがでてきた	いちにんでわたべきれないりょおがでてきた
3	一人でも大変な作業なのに、人手が減ればなおさら終わらない。	ひとりでもたいえんなさぎょおなのにひとでがえればなおさらおわらない	いちにんでもたいえんなさぎょおなのにひとでがえればなおさらおわらない
3	一人で食べる食事は、どんなに豪華でも味気ないものだ。	ひとりでたべるしょくじわどんなにごおかでもあじけないものだ	いちにんでたべるしょくじわどんなにごおかでもあじけないものだ
3	一人で暮らすのは寂しいですが、もう慣れました。	ひとりでくらすのわさびしいですがもおなれました	いちにんでくらすのわさびしいですがもおなれました
3	一人の夜は寂しいです。	ひとりのよるわさびしいです	いちにんのよるわさびしいです
3	一人暮らしをする上で、自炊のスキルは欠かせない。	ひとりぐらしおするじょおでじすいのすきるわかかせない	ひとりぐらしおするうえでじすいのすきるわかかせない
3	一度も立ち止まることなく、ゴールまで走り切った。	いちどもたちどまることなくごおるまでわしりきった	いちどもたちどまることなくごるまでわしりきった
3	一度植えつけられた不信感を払拭するのは、並大抵のことではない。	いちどおえつけられたふしんかんおふっしきするのわなみたいてえのことでわない	いちどおえつけられたふしんかんおふっしょくするのわなみたいてえのことでわない
3	一部の意見だけでなく、チーム全体の考えを聞いてから決めたいです。	いちぶのいけんだけでなくちいむぜんたいのかんがえおきいてからきめたいです	いちぶのいけんだけでなくちむぜんたいのかんがえおきいてからきめたいです
3	一分の無駄もないこの茶室の設計は、簡素の美の極致と言ってよい。	いちぶのむだもないこのちゃしつのせっけえわかんそのびのきょくちといってよい	いちふんのむだもないこのちゃしつのせっけえわかんそのびのきょくちといってよい
3	一本の川によって、その民族は南北に分断されたまま今日に至っている。	いっぽんのかわによってそのみんぞくわなんぼくにぶんだんされたままこんにちにいたってえる	いちほんのかわによってそのみんぞくわなんぼくにぶんだんされたままきょおにいたってえる
3	引っ越しを機に、駅からもっと近いアパートを探しているところです。	ひっこしおきにえきからもっとちかいあぱあとおさがしてえるところです	ひっこしおきにえきからもっとちかいあぱとおさがしてえるところです
3	飲まない→飲まなかった	のまないのまなかった	のまない→のまなかった
3	飲む→飲みます	のむのみます	のむ→のみます
3	雨が降ろうと降るまいと、いずれにせよ試合は予定どおり開催される。	あめがふろおとふるまいといずれにせよしあいわよてえどおりかいさいされる	あめがくだろおとふるまいといずれにせよしあいわよてえどおりかいさいされる
3	雨なのでタクシーで帰ります。	あめなのでたくしいでかえります	あめなのでたくしでかえります
3	雨に濡れた服を、ストーブの前で乾かしています。	あめにぬれたふくおすとおぶのまえでかわかしてえます	あめにぬれたふくおすとぶのまえでかわかしてえます
3	雨の日にサッカーをしたので、服が泥だらけになってしまった。	あめのひにさっかあおしたのでふくがどろだらけになってしまった	あめのひにさっかおしたのでふくがどろだらけになってしまった
3	雨も降っているし、疲れているし、タクシーで帰りましょう。	あめもふってえるしつかれてえるしたくしいでかえりましょお	あめもふってえるしつかれてえるしたくしでかえりましょお
3	英語でメールを送ります。	えごでめえるおくります	えごでめるおくります
3	駅のホームで、留学に行く友人をみんなで見送りました。	えきのほおむでりゅうがくにいくゆうじんおみんなでみおくりました	えきのほむでりゅうがくにいくゆうじんおみんなでみおくりました
3	駅の近くに大きなショッピングモールが建設される予定です。	えきのちかくにおきなしょっぴんぐもおるがけんせつされるよてえです	えきのちかくにおきなしょっぴんぐもるがけんせつされるよてえです
3	駅前に大勢の人が集まっています。	えきまえにおぜえのひとがあつまってえます	えきまえにたいせえのひとがあつまってえます
3	駅前の広場でコンサートが開かれます。	えきまえのひろばでこんさあとがひらかれます	えきまえのひろばでこんさとがひらかれます
3	応募が定員に達したため、受付を早めに締め切った。	おぼがてえんにたっしたためうけつけおわやめにしめきった	おぼがてえいんにたっしたためうけつけおわやめにしめきった
3	恩義ある主君に叛くことなど、彼の信念からしてできるはずもなかった。	おんぎあるしゅくんにそむくことなどかれのしんねんからしてできるわずもなかった	おんぎあるしゅくんに叛くことなどかれのしんねんからしてできるわずもなかった
3	恩師は当時の苦労を、今となっては懐かしいと静かに述懐した。	おんしわとおときのくろおいまとなってわなつかしいとしずかにじゅっかいした	おんしわとおじのくろおいまとなってわなつかしいとしずかにじゅっかいした
3	化石燃料の枯渇が現実味を帯びるにつれ、再生可能エネルギーへの転換が急務となっている。	かせきねんりょおのこかつがげんじつみおびるにつれさいせえかのおえねるぎいえのてんかんがきゅうむとなってえる	かせきねんりょおのこかつがげんじつみおびるにつれさいせえかのおえねるぎえのてんかんがきゅうむとなってえる
3	何度も交渉を試みたが、双方の主張の隔たりは埋まらなかった。	なんどもこおしょおこころみたがそおほおのしゅちょおのえだたりわうずまらなかった	なんどもこおしょおこころみたがそおほおのしゅちょおのえだたりわうまらなかった
3	加齢とともに血管は硬くなり、さまざまな病気の原因となりうる。	かれえとともにけっかんわかたくなりさまざまなびょおきのげんいんとなりうる	かよわいとともにけっかんわかたくなりさまざまなびょおきのげんいんとなりうる
3	加齢とともに軟骨がすり減り、階段の上り下りに痛みを感じるようになった。	かれえとともになんこつがすりえりかいだんののぼりくだりにいたみおかんじるよおになった	かよわいとともになんこつがすりえりかいだんののぼりくだりにいたみおかんじるよおになった
3	夏はいつもTシャツを着ます。	なつわいつもてぃいしゃつおきます	なつわいつもてぃしゃつおきます
3	夏はよくプールで泳ぎます。	なつわよくぷうるでおよぎます	なつわよくぷるでおよぎます
3	家族の心配をよそに、彼は一人で海外に旅立った。	かぞくのしんぱいおよそにかれわひとりでかいがいにたびだった	かぞくのしんぱいおよそにかれわいちにんでかいがいにたびだった
3	家族みんなでテーブルを囲んで、楽しく食事をした。	かぞくみんなでてえぶるおかこんでたのしくしょくじおした	かぞくみんなでてぶるおかこんでたのしくしょくじおした
3	火の中に取り残された子どもを、彼は勇敢にも一人で救い出した。	ひのなかにとりのこされたこどもおかれわゆうかんにもひとりですくいだした	ひのなかにとりのこされたこどもおかれわゆうかんにもいちにんですくいだした
3	荷物が思ったより重くて、一人で運ぶのは無理でした。	にもつがおもったよりおもくてひとりでわこぶのわむりでした	にもつがおもったよりおもくてえちにんでわこぶのわむりでした
3	過去のデータをもとに、今期の需要を予測する。	かこのでえたおもとにこんきのじゅよおよそくする	かこのでたおもとにこんきのじゅよおよそくする
3	過去十年のデータをもとに、来期の需要を算出した。	かこじゅうねんのでえたおもとにらいきのじゅよおさんしゅつした	かこじゅうねんのでたおもとにらいきのじゅよおさんしゅつした
3	過密なスケジュールが続き、心身ともに疲弊しきってしまった。	かみつなすけじゅうるがつずきしんしんともにひえしきってしまった	かみつなすけじゅるがつずきしんしんともにひえしきってしまった
3	介護を一人で抱え込み、彼女は精神的に追い詰められていった。	かいごおひとりでかかえこみかのじょわせえしんてきにおいつめられてえった	かいごおいちにんでかかえこみかのじょわせえしんてきにおいつめられてえった
3	会議で決まった内容は、チーム全員で共有しておきましょう。	かいぎできまったないよおわちいむぜんいんできょおゆうしておきましょお	かいぎできまったないよおわちむぜんいんできょおゆうしておきましょお
3	会議の内容を一枚のレポートに纏めて、明日までに提出してください。	かいぎのないよおいちまいのれぽおとにまとめてあしたまでにてえしゅつしてください	かいぎのないよおいちまいのれぽとにまとめてあしたまでにてえしゅつしてください
3	会議は三時から始まります。ちなみに、資料は昨日メールでお送りしました。	かいぎわさんじからわじまりますちなみにしりょおわきのおめえるでおくりしました	かいぎわさんじからわじまりますちなみにしりょおわきのおめるでおくりしました
3	会社に行かず、家で仕事をする「テレワーク」を取り入れる企業が増えています。	かいしゃにいかずいえでしごとおするてれわあくおとりいれるきぎょおがふえてえます	かいしゃにいかずいえでしごとおするてれわくおとりいれるきぎょおがふえてえます
3	開会の合図とともに、選手たちは一斉にスタートを切った。	かいかいのあいずとともにせんしゅたちわいっせえにすたあとおきった	かいかいのあいずとともにせんしゅたちわいっせえにすたとおきった
3	崖に露出した地層からは、当時の気候を知る手がかりが得られる。	がけにろしゅつしたちそおからわとおときのきこおしるてがかりがえられる	がけにろしゅつしたちそおからわとおじのきこおしるてがかりがえられる
3	核兵器の廃絶を訴える声は根強いが、抑止力を手放そうとしない国が後を絶たない。	かくえきのわいぜつおったえるこえわねずよいがよくしりょくおてばなそおとしないくにがあとおたたない	かくえきのわいぜつおったえるこえわねずよいがよくしりょくおてばなそおとしないくにがごおたたない
3	学界の主流に真っ向から異を唱える彼の異説は、当初ことごとく黙殺された。	がっかいのしゅりゅうにまっこおからいおとなえるかれのいせつわとおしょことごとくもくさつされた	がっかいのしゅりゅうにまっこおからことおとなえるかれのいせつわとおしょことごとくもくさつされた
3	寒いのでコートを着ます。	さむいのでこおとおきます	さむいのでことおきます
3	寒かったので、母は私の首にマフラーを巻いてくれました。	さむかったのでわわわわたしのくびにまふらあおまいてくれました	さむかったのでわわわわたしのくびにまふらおまいてくれました
3	寒くありません ＝ 寒くないです	さむくありませんさむくないです	さむくありません＝さむくないです
3	感情に流されず、データに基づいて合理的な判断を下すべきだ。	かんじょおにながされずでえたにもとずいてごおりてきなわんだんおくだすべきだ	かんじょおにながされずでたにもとずいてごおりてきなわんだんおくだすべきだ
3	環境破壊は、多くの野生動物の生存を脅かしている。	かんきょおわかいわおくのやせえどおぶつのせえぞんおどかしてえる	かんきょおわかいわおくのやせえどおぶつのせえぞんおびやかしてえる
3	甘い言葉で若い政治家を籠絡し、裏で意のままに操っていたらしい。	あまいことばでわかいせえじかおろおらくしうらでえのままにあやつってえたらしい	あまいことばでわかいせえじかおかご絡しうらでえのままにあやつってえたらしい
3	監督の何気ない一言は、作品全体のテーマを解く上で極めて示唆的だった。	かんとくのなにげないひとことわさくひんぜんたいのてえまおとくうえできわめてしさてきだった	かんとくのなにげないひとことわさくひんぜんたいのてまおとくうえできわめてしさてきだった
3	監督の巧みな采配で、チームは逆転勝利を収めた。	かんとくのたくみなさいわいでちいむわぎゃくてんしょおりおさめた	かんとくのたくみなさいわいでちむわぎゃくてんしょおりおさめた
3	関係各所の意見を聞きながら、スケジュールを細かく調整する必要がある。	かんけえかくしょのいけんおききながらすけじゅうるおこまかくちょおせえするひつよおがある	かんけえかくしょのいけんおききながらすけじゅるおこまかくちょおせえするひつよおがある
3	眼鏡をかけたままシャワーを浴びてしまいました。	めがねおかけたまましゃわあおあびてしまいました	めがねおかけたまましゃわおあびてしまいました
3	企画の立案から実行に至るまで、彼女が一人で担当した。	きかくのりつあんからじっこおにいたるまでかのじょがひとりでたんとおした	きかくのりつあんからじっこおにいたるまでかのじょがいちにんでたんとおした
3	季節に応じて、メニューを入れ替えている。	きせつにおじてめにゅうおいれかえてえる	きせつにおじてめにゅおいれかえてえる
3	記録的な豪雨により、各地で河川の氾濫が相次いだ。	きろくてきなごおによりかくちでかせんのわんらんがあいついだ	きろくてきなごおうによりかくちでかせんのわんらんがあいついだ
3	起業当初は順風満帆に見えたが、実は数々の困難を乗り越えてきたそうだ。	きぎょおとおしょわじゅんぷうまんぱんにみえたがじつわかずかずのこんなんおのりこえてきたそおだ	きぎょおとおしょわじゅんぷうまんほにみえたがじつわかずかずのこんなんおのりこえてきたそおだ
3	疑問があれば、問いかけるだけで、AIが瞬時に答えを示してくれる。	ぎもんがあればといかけるだけでえあいがしゅんじにこたえおしめしてくれる	ぎもんがあればといかけるだけでAIがしゅんじにこたえおしめしてくれる
3	逆に、こまめな情報の共有は、チーム全体の信頼とこうりつを高めてくれる。	ぎゃくにこまめなじょおほおのきょおゆうわちいむぜんたいのしんらいとこおりつおたかめてくれる	ぎゃくにこまめなじょおほおのきょおゆうわちむぜんたいのしんらいとこおりつおたかめてくれる
3	逆境に立たされたチームは、かえって固い結束を見せた。	ぎゃっきょおにたたされたちいむわかえってかたいけっそくおみせた	ぎゃっきょおにたたされたちむわかえってかたいけっそくおみせた
3	逆転ゴールが決まると、スタジアムは割れんばかりの歓声に包まれた。	ぎゃくてんごおるがきまるとすたじあむわわれんばかりのかんせえにつつまれた	ぎゃくてんごるがきまるとすたじあむわわれんばかりのかんせえにつつまれた
3	急ぎだと言われつつも、つい他の仕事を優先してしまった。	いそぎだといわれつつもついほかのしごとおゆうせんしてしまった	いそぎだといわれつつもついたのしごとおゆうせんしてしまった
3	急ブレーキをかけても、慣性のせいで荷物は前へ滑り出してしまった。	きゅうぶれえきおかけてもかんせえのせえでにもつわまえすべりだしてしまった	きゅうぶれきおかけてもかんせえのせえでにもつわまえすべりだしてしまった
3	強い風でテーブルの書類がばらばらになってしまった。	つよいかぜでてえぶるのしょるいがばらばらになってしまった	つよいかぜでてぶるのしょるいがばらばらになってしまった
3	教科書の十ページを開いてください。	きょおかしょのじゅっぺえじおひらいてください	きょおかしょのじゅうぺじおひらいてください
3	教会の鐘の音が町中に響いていました。	きょおかいのかねのおとがまちじゅうにひびいてえました	きょおかいのかねのおとがまちなかにひびいてえました
3	近年、AI技術の急速な発展により、様々な業界で自動化が進んでいます。一方で、人間にしかできない創造的な仕事の価値が、改めて見直されています。	きんねんえあいぎじゅつのきゅうそくなわってんによりさまざまなぎょおかいでじどおかがすすんでえますいっぽおでにんげんにしかできないそおぞおてきなしごとのかちがあらためてみなおされてえます	きんねんAIぎじゅつのきゅうそくなわってんによりさまざまなぎょおかいでじどおかがすすんでえますいっぽおでにんげんにしかできないそおぞおてきなしごとのかちがあらためてみなおされてえます
3	近年、インターネットの発達にともなって、働き方が大きく変わってきました。	きんねんいんたあねっとのわったつにともなってわたらきかたがおきくかわってきました	きんねんいんたねっとのわったつにともなってわたらきかたがおきくかわってきました
3	近年、物価の上昇が続いています。特に食料品とエネルギー価格の値上がりが、家計を圧迫しています。政府は対策を検討しているところです。	きんねんぶっかのじょおしょおがつずいてえますとくにしょくりょおひんとえねるぎいかかくのねあがりがかけえおあっぱくしてえますせえふわたいさくおけんとおしてえるところです	きんねんぶっかのじょおしょおがつずいてえますとくにしょくりょおひんとえねるぎかかくのねあがりがかけえおあっぱくしてえますせえふわたいさくおけんとおしてえるところです
3	九回裏の逆転満塁ホームランは、まさに起死回生の一打だった。	きゅうかいうらのぎゃくてんまんるいほおむらんわまさにきしかいせえのいちだだった	きゅうかいうらのぎゃくてんまんるいほむらんわまさにきしかいせえのいちだだった
3	兄はスポーツが好きだ。一方、弟は読書が好きだ。	あにわすぽおつがすきだいっぽおとおとわどくしょがすきだ	あにわすぽつがすきだいっぽおとおとわどくしょがすきだ
3	契約が白紙に戻るに至った経緯を、担当者に詳しく説明してもらった。	けえやくがわくしにもどるにいたったけえおたんとおしゃにくわしくせつめえしてもらった	けえやくがわくしにもどるにいたったけえいおたんとおしゃにくわしくせつめえしてもらった
3	契約書の細かい条項まで確認しないと、後で思わぬ不利益を被りかねない。	けえやくしょのこまかいじょおこおまでかくにんしないとあとでおもわぬふりえきおかむりかねない	けえやくしょのこまかいじょおこおまでかくにんしないとあとでおもわぬふりえきおこおむりかねない
3	契約書をよく読まずにサインしてしまい、後悔しても今さら後の祭りだ。	けえやくしょおよくよまずにさいんしてしまいこおかいしてもいまさらあとのまつりだ	けえやくしょおよくよまずにさいんしてしまいこおかいしてもいまさらごのまつりだ
3	敬語すら苦手なのに、ましてやスピーチなんてとても無理だ。	けえごすらにがてなのにましてやすぴいちなんてとてもむりだ	けえごすらにがてなのにましてやすぴちなんてとてもむりだ
3	経験豊かなコーチの指導のもと、選手たちは着実に力をつけた。	けえけんゆたかなこおちのしどおのもとせんしゅたちわちゃくじつにちからおつけた	けえけんゆたかなこちのしどおのもとせんしゅたちわちゃくじつにちからおつけた
3	経済が疲弊しているにもかかわらず、その国は過剰なまでに軍備の増強に予算を注ぎ込んでいる。	けえざいがひえしてえるにもかかわらずそのくにわかじょおなまでにぐんびのぞおきょおによさんおつぎこんでえる	けえざいがひえしてえるにもかかわらずそのくにわかじょおなまでにぐんびのぞおきょおによさんおそそぎこんでえる
3	経費を大幅に削減する一方で、サービスの質は決して落とすまいと心に決めた。	けえひおわばにさくげんするいっぽおでさあびすのしつわけっしておとすまいとこころにきめた	けえひおわばにさくげんするいっぽおでさびすのしつわけっしておとすまいとこころにきめた
3	計画そのものは申し分ないが、人手不足という隘路をどう打開するかが課題だ。	けえかくそのものわもおしぶんないがひとでぶそくというあいろおどおだかいするかがかだいだ	けえかくそのものわもおしぶんないがひとでふそくという隘ろおどおだかいするかがかだいだ
3	警察は詐欺グループの主犯格を、逃亡先の海外で検挙した。	けえさつわさぎぐるうぷのしゅわんかくおとおぼおさきのかいがいでけんきょした	けえさつわさぎぐるぷのしゅわんかくおとおぼおさきのかいがいでけんきょした
3	警察は入念な内偵の末、詐欺グループを一網打尽にした。	けえさつわにゅうねんなないてえのすえさぎぐるうぷおいちもおだじんにした	けえさつわにゅうねんなないてえのすえさぎぐるぷおいちもおだじんにした
3	軽率な発言でプライバシーを世間に晒す結果となり、彼は深く後悔した。	けえそつなわつげんでぷらいばしいおせけんにさらすけっかとなりかれわふかくこおかいした	けえそつなわつげんでぷらいばしおせけんにさらすけっかとなりかれわふかくこおかいした
3	血流が途絶えた指先は、放置すれば壊疽を起こしかねない。	けつりゅうがとだえたゆびさきわほおちすればえそおこしかねない	ちりゅうがとだえたゆびさきわほおちすればえそおこしかねない
3	喧騒を離れ、彼は緑に囲まれた閑静な住宅街に居を構えることにした。	けんそおわなれかれわみどりにかこまれたかんせえなじゅうたくがいにいおかまえることにした	けんそおわなれかれわみどりにかこまれたかんせえなじゅうたくがいにきょおかまえることにした
3	検査の結果、直腸にごく小さなポリープが見つかった。	けんさのけっかちょくちょおにごくちいさなぽりいぷがみつかった	けんさのけっかちょくちょおにごくちいさなぽりぷがみつかった
3	見た目の売上高に惑わされず、まずは粗利がどれだけ確保できているかを見極めるべきだ。	みためのおりあげだかにまどわされずまずわあらりがどれだけかくほできてえるかおみきわめるべきだ	みためのおりあげだかにまどわされずまずわそりがどれだけかくほできてえるかおみきわめるべきだ
3	厳しい練習を続けた結果、私たちのチームはついに優勝しました。	きびしいれんしゅうおつずけたけっかわたしたちのちいむわついにゆうしょおしました	きびしいれんしゅうおつずけたけっかわたしたちのちむわついにゆうしょおしました
3	限りある資源を守るため、再生可能エネルギーへの転換が急がれている。	かぎりあるしげんおまもるためさいせえかのおえねるぎいえのてんかんがいそがれてえる	かぎりあるしげんおまもるためさいせえかのおえねるぎえのてんかんがいそがれてえる
3	個人情報を含む書類は、シュレッダーにかけたうえで廃棄するよう義務づけられている。	こじんじょおほおふくむしょるいわしゅれっだあにかけたうえでわいきするよおぎむずけられてえる	こじんじょおほおふくむしょるいわしゅれっだにかけたうえでわいきするよおぎむずけられてえる
3	個人情報を保護するため、パスワードは定期的に変更してください。	こじんじょおほおほごするためぱすわあどわてえきてきにえんこおしてください	こじんじょおほおほごするためぱすわどわてえきてきにえんこおしてください
3	個性の強いメンバーを一つに束ねるのは、並大抵のことではない。	こせえのつよいめんばあおひとつにたばねるのわなみたいてえのことでわない	こせえのつよいめんばおひとつにたばねるのわなみたいてえのことでわない
3	顧客からの苦情には、担当者が誠意をもって迅速に対応することが求められる。	こきゃくからのくじょおにわたんとおしゃがせえおもってじんそくにたいおすることがもとめられる	こきゃくからのくじょおにわたんとおしゃがせえいおもってじんそくにたいおすることがもとめられる
3	顧客の信頼を失うことは、とりもなおさず会社の存続を危うくすることに他ならない。	こきゃくのしんらいおしなうことわとりもなおさずかいしゃのそんぞくおあやうくすることにほかならない	こきゃくのしんらいおしなうことわとりもなおさずかいしゃのそんぞくおあやうくすることにたならない
3	公園で子どもたちがボールで遊んでいます。	こおえんでこどもたちがぼおるであそんでえます	こおえんでこどもたちがぼるであそんでえます
3	公開直後、その映画は評論家から酷評されたが、後に再評価された。	こおかいちょくごそのえがわひょおろんかからこくひょおされたがあとにさいひょおかされた	こおかいちょくごそのえがわひょおろんかからこくひょおされたがごにさいひょおかされた
3	公的機関の名を騙って金を振り込ませる手口が、後を絶たない。	こおてききかんのなおかたってきんおふりこませるてぐちがあとおたたない	こおてききかんのなおかたってきんおふりこませるてぐちがごおたたない
3	口先だけでなく、実際の行動で誠意を示すことが何より大切だ。	くちさきだけでなくじっさいのこおどおでせえおしめすことがなによりたいせつだ	くちさきだけでなくじっさいのこおどおでせえいおしめすことがなによりたいせつだ
3	工事の音が喧しくて、電話の声がほとんど聞こえませんでした。	こおじのおとがかまびすしくてでんわのこえがほとんどきこえませんでした	こおじのおとがやかましくてでんわのこえがほとんどきこえませんでした
3	幸い、事故による被害は軽微で、けが人は一人も出なかった。	さいわいじこによるひがいわけえびでけがにんわひとりもでなかった	さいわいじこによるひがいわけえびでけがにんわいちにんもでなかった
3	広大な領土を一人の王が統べるのは、決して容易なことではなかった。	こおだいなりょおどおひとりのおがすべるのわけっしてよおいなことでわなかった	こおだいなりょおどおいちにんのおがすべるのわけっしてよおいなことでわなかった
3	港には巨大なタンカーが何隻も停泊し、その規模に圧倒された。	みなとにわきょだいなたんかあがなんせきもてえわくしそのきぼにあっとおされた	みなとにわきょだいなたんかがなんせきもてえわくしそのきぼにあっとおされた
3	荒天で遅れていたフェリーが、ようやく港に着岸した。	こおてんでおくれてえたふぇりいがよおやくみなとにちゃくがんした	こおてんでおくれてえたふぇりがよおやくみなとにちゃくがんした
3	荒野の只中に、その古城は数百年もの間、変わらず屹立してきた。	あらののただなかにそのこじょおわすうひゃくねんものかんかわらずきつりつしてきた	あらののただちゅうにそのこじょおわすうひゃくねんものかんかわらずきつりつしてきた
3	高齢化が進むにつれて、介護サービスへの需要はますます高まっている。	こおれえかがすすむにつれてかいごさあびすえのじゅよおわますますたかまってえる	こおれえかがすすむにつれてかいごさびすえのじゅよおわますますたかまってえる
3	高齢者を狙った悪質な訪問販売が後を絶たず、当局は注意を呼びかけている。	こおれえしゃおねらったあくしつなほおもんわんばいがあとおたたずとおきょくわちゅういおよびかけてえる	こおれえしゃおねらったあくしつなほおもんわんばいがごおたたずとおきょくわちゅういおよびかけてえる
3	合格の通知がメールで届いたときは、思わず声を上げて喜んだ。	ごおかくのつうちがめえるでとどいたときわおもわずこえおあげてよろこんだ	ごおかくのつうちがめるでとどいたときわおもわずこえおあげてよろこんだ
3	合格の通知は、来週正式にメールで送られてくるそうです。	ごおかくのつうちわらいしゅうせえしきにめえるでおくられてくるそおです	ごおかくのつうちわらいしゅうせえしきにめるでおくられてくるそおです
3	合図とともに、選手たちは一斉にスタートを切った。	あいずとともにせんしゅたちわいっせえにすたあとおきった	あいずとともにせんしゅたちわいっせえにすたとおきった
3	国際会議でスピーチする機会を頂き、光栄の至りです。	こくさいかいぎですぴいちするきかいおいただきこおえのいたりです	こくさいかいぎですぴちするきかいおいただきこおえのいたりです
3	骨董品の価値を見極めるには、長年の経験に裏打ちされた審美眼が欠かせない。	こっとおひんのかちおみきわめるにわながねんのけえけんにうらうちされたしんびがんがかかせない	こっとおひんのかちおみきわめるにわながねんのけえけんにうらうちされたしんびめがかかせない
3	今回のアンケートは、二十代の女性を対象に実施された。	こんかいのあんけえとわにじゅうだいのじょせえおたいしょおにじっしされた	こんかいのあんけとわにじゅうだいのじょせえおたいしょおにじっしされた
3	今回のアンケート結果は、概して好意的なものだった。	こんかいのあんけえとけっかわがいしてこおいてきなものだった	こんかいのあんけとけっかわがいしてこおいてきなものだった
3	今回のアンケート結果は、来年度の方針に十分に反映される予定だ。	こんかいのあんけえとけっかわらいねんどのほおしんにじゅうぶんにわんえされるよてえだ	こんかいのあんけとけっかわらいねんどのほおしんにじゅうぶんにわんえされるよてえだ
3	今回のプロジェクトでは、経験の浅い社員とベテランがチームを組むことになった。	こんかいのぷろじぇくとでわけえけんのあさいしゃいんとべてらんがちいむおくむことになった	こんかいのぷろじぇくとでわけえけんのあさいしゃいんとべてらんがちむおくむことになった
3	今期の業績は、チームの努力いかんにかかっている。	こんきのぎょおせきわちいむのどりょくいかんにかかってえる	こんきのぎょおせきわちむのどりょくいかんにかかってえる
3	今日の会議の議事録は、後で全員にメールで送っておきます。	きょおのかいぎのぎじろくわあとでぜんいんにめえるでおくっておきます	きょおのかいぎのぎじろくわあとでぜんいんにめるでおくっておきます
3	今日の晩ご飯はカレーです。	きょおのばんごわんわかれえです	きょおのばんごわんわかれです
3	今年の秋は、落ち着いた色合いのコートが流行しているらしい。	ことしのあきわおちついたいろあいのこおとがりゅうこおしてえるらしい	ことしのあきわおちついたいろあいのことがりゅうこおしてえるらしい
